year,OverGunnarsfjorden,Farewell_Lake,Over_Gunnarsfjorden,Lomonosovfonna,Holsteinsborg_Dyb,SO90_39KG,CaribbeanSea,Lake_C2,DeBilt_summer,NorthGRIP,Grimsey,MD95_2011,CampCentury,Hani,GeoB95015,Yamal,DeBilt_winter,Teletskoe_Lake,Crete,MD99-2275_45,Braya_So,Lake_Anterne,KuroshioExtension,Clear_Pond,Albania,Western_Himalaya,Forfjorddalen,Lake_Korttajarv,Lower_Murray_Lake,Hells_Kitchen_Lake,Donard_Lake,Gulf_of_Alaska,AkademiiNauk,GISP2_d18O,Khibiny,East_China,Feni_Drift,Gulf_of_Taranto,SouthernAltai,Dye_3,SG95,Tibet,Gahai_Lake,ODP_Hole_1202B,Agassiz,Polar_Urals,Tornetrask,Tien_Shan,Conroy_Lake,Iceberg_Lake,Indigirka,Haukadalsvatn,Pigmy_Basin,MD99-2275,Lake_Pieni-Kauro,ColumbiaIceField,CentralEurope,Kongressvatnet,Moose_Lake,SouthernSierraNevada,B18,Dunde,Blue_Lake,LoneSprucePond,Screaming_Lynx_Lake,GeoB6008_1,Qamdo,Qigai_Nuur,Lake_of_the_Clouds,Alps,NorthernSpain,Avam_Taimyr,RAPiD213K,Prince_of_Wales,Lake_Lehmilampi,Lake_Redon,Sol_Dav,Chesapeake_Bay,Yakushima_Island,Finnish_Lapland,MSM05_5_712_1,Hallet_Lake,BorealPlateau,Sugan_Lake,FM3,Renland,Guliya,UpperWrightLakes,North_Pacific_Gyre,NorwegianSea,Spannagel_Cave,GreatBasin,Iceland,Caribbean_Sea,CariacoBasin,Pescadero_Basin,GISP2,Big_Round_Lake,Jones_Lake,Cariaco_Basin,ShiHua_Cave,North_Iceland_Shelf_SUM,Vallee_des_Merveilles,North_Iceland_Shelf_WIN,GRIP,Indo_Pacific_Warm_Pool,NINO4_region,Coast_of_Porto,Yangtze_Delta,Devon_Ice_Cap,RAPiD-35-25B,NorthernScandinavia,Basin_Pond,Buddha_Cave,Lake_Neuchatel,Karakorum_Mts,Jamtland,Bermuda_Rise,Lake_Nautajarvi,Southern_Colorado_Plateau,Laanila,Penido_Vello,Karakorum_Mountains,PennyIceCap,Nadas_Lake,IndonesianThroughflow,EasternCarpathians,ColombiaIcefield_Win
1102,12.49117006,-0.858738864,-12.27011405,-11.07180312,-8.21601759,26.76443299,26.01,0.31240982,16.09076361,-35.86,0.346,10.63052045,-29.373,-19.7564488,26.3,0.033,2.204455936,-0.526935831,-34.43,9.070342692,7.7819,9.125628617,0.03,18.8425,1.203,0.691921784,-0.692811912,-64.481,2.471224824,18.0325,2.296948,6.866,-20.3,-32.93,0.638817384,0.313333333,14.34,-0.28,14.71572917,-27.26,-7.106826422,2.18,16.70651456,25.1505,-1.262255041,1.038,10.571,0.840818008,18.86,-0.33,8.339738281,8,23.7375,7.49611,15.45485333,-0.45,-0.106328367,2.319047619,13.97121373,14.18,-38.2,-9.875213675,0.081,26.81472433,14.64422344,19.2,4.96116,2.506268861,17.43,-0.126771257,0.093202616,1.377,10.32873126,-25.71966053,-43,-0.737682927,0.942,11.7895122,22.39510548,13.6052621,3.825490196,-1,0.988,17.53719995,6.869293227,-25.33,-13.87849854,1.22,18.07230769,-1.06,1.46,0.3586,4.379556667,26.6785,26.2192,17.12702703,-31.337375,2.35,16.20015442,29.0168,23.9672377,6.887441844,-1.63371507,3.200854902,-36.21,28.467,26.496,15.46430943,10.06473118,-27.88,9.592882507,0.490192,20.02,-9.0872,10.80439459,1.1,0.898868744,23.0456,-38.087,14.44,0.821254378,0.181463415,0.238,-25.18930299,9.244837173,-0.15149281,0.455,1.25182127
1103,12.46973114,-0.88508229,-12.19755156,-10.9749484,-8.301557182,26.74896907,26.01,1.01978374,16.08008246,-34.85,0.751,10.60546033,-29.3395,-19.75678435,26.35,1.205,2.194822878,-0.542596692,-33.77,9.050580083,7.78435,9.113755302,-0.01,18.845,1.313,0.67684404,1.206843511,-71.553,0.574376602,18.03,3.357304,7.602,-20.6,-33.82,0.13632065,0.286666667,14.35,-0.326,14.71396902,-28.28,-7.105693365,2.19,16.59190656,25.10525,-0.989605226,1.244,11.191,0.831569576,18.84,0.03,8.31271538,8.8,23.68,7.42215,15.45679111,-0.05,-0.662141987,2.30952381,13.97238886,14.18,-37.38,-9.908603988,0.101,26.75621333,14.6422875,19.23333333,4.96956,2.575907694,17.42,-0.3864978,0.099975491,1.249,10.38454448,-25.4810983,-45.2,-0.749878049,0.817,11.42365854,22.42963445,12.05696188,3.815686275,-1,0.923,17.57787157,6.874241063,-27.97,-14.07279532,1.125,18.07615385,-1.06,1.54,0.3184,4.393883333,26.68025,26.3925,17.66216216,-31.31475,1.94,16.19790555,28.8054,23.64209476,6.909323151,-1.910882571,3.208227451,-35.14,28.448,26.534,15.45426685,10.06483871,-27.72,9.43114784,0.368008,20.03,-9.0832,10.81539506,1.07,0.869155413,23.0484,-39.944,14.7,1.075798552,0.187560976,0.498,-25.02249873,9.242426976,-0.142910778,0.863,1.291929593
1104,12.44829223,-0.911425716,-12.12498907,-10.84979646,-8.387096774,26.73350515,26.01,0.67501816,16.0694013,-34.54,1.181,10.58040021,-29.306,-19.7571199,26.4,1.23,2.185597786,-0.487173882,-33.82,9.030817474,7.7868,9.101881986,-0.03,18.8475,1.163,0.661766295,0.2570158,-73.607,0.888350202,18.0275,2.562037,8.093,-21,-34.38,0.26165859,0.26,14.30777778,-0.372,14.71220887,-27.75,-7.109329958,2.19,16.47729857,25.06,-0.989605226,0.406,11.712,0.822321144,18.82,0.16,8.285692479,8.8,23.6225,7.34819,15.45872889,-0.45,-0.895385202,2.3,13.97356399,16.36,-36.01,-9.941994302,0.227,26.69770233,14.64035156,19.26666667,4.93174,2.645546528,17.41,-0.918937212,0.106748367,0.888,10.44035769,-25.24253606,-43.49,-0.762073171,0.828,11.09864634,22.46416342,13.40934872,3.805882353,-1,0.951,17.61854319,6.879188898,-27.89,-14.26709211,1.261,18.08,-1.06,1.62,0.3349,4.40821,26.682,26.5362,18.1972973,-31.29225,2.33,16.19565667,28.7382,23.3147904,6.931204457,-2.180559058,3.2156,-34.34,28.429,26.572,15.45017349,10.06494624,-27.638,9.269413174,0.978928,20.04,-9.092387097,10.82639553,1.33,0.8517815,23.0512,-35,15.12,1.041400691,0.193658537,0.088,-24.85569447,9.240016779,-0.134328746,0.653,1.332037917
1105,12.42685331,-0.937769142,-12.05242658,-10.18529044,-8.286290322,26.71804124,26.01,0.62478307,16.05872015,-33.66,0.808,10.55534009,-29.2725,-19.75745546,26.46666667,0.915,2.176372694,-0.53873399,-33.41,8.955205773,7.74681,9.090008671,-0.02,18.85,1.124,0.64668855,0.680587617,-74.208,1.149471425,18.025,2.803027,6.937,-20.7,-37.11,0.866829307,0.233333333,14.26555556,-0.388,14.71044872,-28.24,-7.119553211,2.2,16.36269057,25.07214286,-1.069128089,1.022,10.769,0.813072712,18.8,0.15,8.258669578,8.8,23.565,7.27423,15.46066667,-0.56,0.03758766,2.29,13.97473913,15.83,-35.94,-9.975384615,0.109,26.64668722,14.63841562,19.3,4.85328,2.715185362,17.4,0.392681828,0.113521243,1.197,10.49617091,-25.00397383,-43.03,-0.774268293,0.598,10.97303659,22.49869239,14.33896077,3.796078431,-1,1.14,17.65921481,6.884136733,-27.26,-14.46138889,1.256,18.09074074,-1.074545455,1.7,0.2842,4.422536667,26.68375,26.678,18.73243243,-31.269875,1.96,16.1934078,28.8442,23.40446063,6.953085763,-1.296619461,3.222972549,-36.75,28.41,26.61,15.44608013,10.06505376,-27.556,9.107678507,0.337462,20.05,-9.107225806,10.837396,0.9,0.820528797,23.054,-35.905,14.67,1.488572889,0.199756098,-0.03,-24.68889021,9.237606582,-0.125746714,0.671,1.37214624
1106,12.40541439,-0.964112568,-11.97986409,-9.144223281,-8.185483871,26.70257732,26.01,1.10564293,16.04803899,-34.94,1.003,10.53027997,-29.239,-19.75779101,26.53333333,1.088,2.167147601,-1.060802456,-33.1,8.879594072,7.70682,9.078135355,-0.02,18.8525,1.03,0.631610806,1.360869627,-60.87,3.682259143,18.0225,2.97172,7.529,-20.5,-35.01,1.14593461,0.206666667,14.22333333,-0.404,14.70868857,-28.69,-7.129776465,2.19,16.32664183,25.08428571,-1.38721954,1.02,11.975,0.803956071,18.78,0.2,8.231646678,8.8,23.5075,7.20027,15.46260444,0.05,0.290681362,2.28,13.97591426,14.15,-35.89,-10.09032763,0.088,26.72212965,14.63647969,19.33333333,4.89251,2.784824196,17.39,-0.490388417,0.120294119,1.488,10.55198412,-24.76541159,-42.81,-0.786463415,0.799,10.84742683,22.53322136,14.35152888,3.78627451,-1,1.253,17.69988643,6.889084568,-26.76,-14.51008333,1.337,18.10148148,-1.089090909,1.7,0.2211,4.436863333,26.6855,26.8179,19.26756757,-31.24775,3.59,16.19115892,28.9983,22.96817483,6.97496707,-1.78353534,3.230345098,-38.23,28.434,26.579,15.44198676,10.06516129,-27.474,8.94594384,0.439282,20.06,-9.122064516,10.84839648,1.25,0.781473006,23.0568,-37.238,14.67,1.935745087,0.205853659,-0.05,-24.52208596,9.235196385,-0.117164682,0.822,1.396529628
1107,12.38397547,-0.990455994,-11.9073016,-8.602545273,-8.084677419,26.6871134,26.01,0.30512657,16.03735784,-37.39,0.429,10.50521984,-29.2055,-19.75812656,26.6,1.058,2.157922509,-0.95351387,-33.59,8.803982371,7.66683,9.06626204,-0.06,18.855,0.867,0.616533061,0.295522329,-57,3.418889795,18.02,3.477799,7.853,-21.9,-33.63,1.401783167,0.18,14.18111111,-0.42,14.70692842,-28.52,-7.139999718,2.19,16.38545383,25.09642857,-1.38721954,-0.428,10.122,0.801644025,18.76,0.28,8.204623777,8.8,23.45,7.12631,15.46454222,0.28,-0.736581311,2.27,13.97708939,16.25,-35.37,-10.20527065,0.056,26.79757208,14.63454375,19.36666667,4.91352,2.891815662,17.38,-2.750009337,0.127066994,1.063,10.60779734,-24.39088264,-41.45,-0.798658537,0.762,10.72181707,22.56775034,12.99584013,3.776470588,-1,1.097,17.74055805,6.894032403,-25.89,-14.55877778,1.285,18.11222222,-1.103636364,1.7,0.1436,4.45119,26.68725,26.7926,19.8027027,-31.2255,2.69,16.18891004,28.6956,23.00742513,6.996848376,-2.858495783,3.237717647,-36.12,28.458,26.548,15.4378934,9.704336973,-27.392,8.784209174,-0.99638,20.07,-9.141548387,10.85939695,0.99,0.893066393,23.0596,-40.84,14.92,-0.833282756,0.21195122,-0.23,-24.3552817,9.232786188,-0.10858265,0.175,1.420913016
1108,12.36253656,-1.01679942,-11.83473911,-9.016018012,-7.983870968,26.67164948,26.01,0.2800163,16.02667668,-36.47,0.59,10.48015972,-29.172,-19.75846211,26.66666667,-0.728,2.148697417,-0.585750412,-34.56,8.72837067,7.62684,9.054388724,-0.09,18.8575,0.999,0.619353351,-1.052206181,-53.2,1.759329221,18.0175,2.899423,7.52,-20.5,-34.69,1.163515215,0.153333333,14.13888889,-0.436,14.70516827,-27.98,-7.150222971,2.18,16.44426583,25.10857143,-1.38721954,0.187,9.594,0.799331978,18.74,0.11,8.193218662,8.8,23.3925,7.2024375,15.46648,-0.23,-0.597627906,2.26,13.97826452,17.14,-35.11,-10.32021367,0.033,26.87301451,14.63260781,19.4,4.89671,3.017438656,17.37,-2.866886281,0.13383987,0.811,10.60917128,-24.0163537,-39.17,-0.810853659,0.783,10.59620732,22.60227931,13.48004608,3.766666667,-1,0.931,17.78122966,6.898980239,-26.79,-14.60747222,1.204,18.12296296,-1.118181818,1.7,0.0516,4.465516667,26.689,26.6008,20.33783784,-31.203375,2.32,16.18666117,28.6281,22.66045451,7.018729683,-2.064448348,3.245090196,-35.02,28.482,26.517,15.43380003,9.166451689,-27.31,8.622474507,-0.466916,20.08,-9.164129032,10.87039742,0.92,0.846388286,23.0624,-37.955,14.68,1.333782513,0.21804878,-0.01,-24.27810481,9.230375991,-0.100000619,0.035,1.445296404
1109,12.34109764,-1.043142846,-11.76217662,-9.783895954,-7.883064516,26.65618557,26.01,0.66039361,16.01599553,-35.91,0.745,10.4550996,-29.1385,-19.75879766,26.73333333,-4.782,2.139472325,-0.99919445,-34.01,8.652758969,7.58685,9.042515409,-0.08,18.86,0.869,0.625787668,-0.692811912,-60.829,1.568203683,18.015,3.260908,7.732,-21.3,-34.69,1.526885617,0.126666667,14.09666667,-0.56625,14.70340812,-27.37,-7.160446224,2.17,16.50307783,25.12071429,-0.61471173,-1.359,8.002,0.797019931,18.72,0.17,8.218213088,7.35,23.335,7.278565,15.46841778,0.14,-0.756431797,2.25,13.97943965,14.64,-35.02,-10.43515669,0.043,26.94845694,14.63067187,19.43333333,4.53245,3.143061651,17.36,-1.983816036,0.140612746,0.923,10.5786891,-23.64182475,-41.9,-0.82304878,0.714,10.47059756,22.63680828,14.12710468,3.756862745,-1,0.811,17.82190128,6.903928074,-28.49,-14.65616667,0.882,18.1337037,-1.132727273,1.7,-0.0503,4.479843333,26.69075,26.4057,20.87297297,-31.189,2.35,16.18441229,28.743,23.31651448,7.040610989,-2.158086017,3.252462745,-35.76,28.506,26.486,15.42970667,8.628566405,-27.494,8.46073984,-1.281476,20.09,-9.186709677,10.8813979,0.7,0.954965923,23.0652,-38.773,14.71,0.439438116,0.224146341,0.356,-24.20092792,9.231139213,-0.091418587,0.239,1.469679792
1110,12.31965872,-1.069486272,-11.68961413,-10.19736869,-7.782258064,26.64072165,26.01,0.31236123,16.00531437,-36.16,0.966,10.43315228,-29.105,-19.75201353,26.8,-1.792,2.130247232,-0.645246433,-34.01,8.664077503,7.54686,9.030642094,-0.05,18.8625,0.824,0.632221984,-1.527120037,-56.4,0.823596795,18.0125,2.465641,7.395,-20.2,-36.35,-0.760602749,0.1,14.05444444,-0.6965,14.70164797,-27.37,-7.170669477,2.15,16.56188983,25.13285714,-0.61471173,-0.754,9.047,0.794707885,18.7,-0.01,8.243207514,5.9,23.2775,7.3546925,15.47035556,0.62,-0.811020635,2.24,13.98061479,16.28,-35.32,-10.55009971,0.056,27.02389936,14.62873594,19.46666667,4.75941,3.268684645,17.35,-0.828032922,0.147385622,0.884,10.54820692,-23.2672958,-47.84,-0.835243902,0.843,10.3449878,22.67133725,11.23839075,3.747058824,-1,0.817,17.8625729,6.905987989,-28.21,-14.70486111,0.779,18.14444444,-1.147272727,1.7,-0.1563,4.49417,26.6925,26.2069,21.40810811,-31.177625,2.38,16.18216342,28.8137,23.46274112,7.044079016,-1.764807807,3.261228713,-35.49,28.53,26.455,15.42561331,8.09068112,-27.678,8.299005174,-0.99638,20.1,-9.192333333,10.89239837,1.05,0.717302994,23.068,-47.263,14.77,-0.179723389,0.230243902,0.269,-24.12375103,9.232488992,-0.082836555,1.352,1.49406318
1111,12.2982198,-1.095829698,-11.61705164,-9.662740387,-7.681451613,26.62525773,26.01,0.33744317,15.99463322,-35.33,0.828,10.41380258,-29.0715,-19.73441538,26.86666667,-1.461,2.12102214,-0.800206918,-34.89,8.675396038,7.50687,9.018768778,-0.02,18.865,0.832,0.6386563,-1.013699652,-57.087,0.494711753,18.01,2.055958,7.251,-21.8,-34.51,0.998858434,0.073333333,14.01222222,-0.82675,14.69988782,-27.24,-7.18089273,2.14,16.56735482,25.145,-0.61471173,-0.396,9.572,0.792395838,18.68,-0.17,8.268201939,6.36,23.22,7.43082,15.47229333,-0.99,0.042550282,2.23,13.98178992,15.81,-36.4,-10.66504273,0.035,27.09934179,14.6268,19.5,4.82106,3.39430764,17.34,-1.1526911,0.154158497,0.611,10.51772474,-22.89276685,-46.86,-0.847439024,0.874,10.21937805,22.655,14.39928188,3.737254902,-1,0.93,17.90324452,6.907325923,-26.13,-14.75355555,1.157,18.15518519,-1.161818182,1.866666667,-0.2619,4.508496667,26.69425,26.2069,21.94324324,-31.16575,1.88,16.17983274,28.8937,23.49053479,7.045705918,-1.854699969,3.270149505,-36.6,28.554,26.424,15.42151994,7.552795836,-27.862,8.137270507,-1.749848,20.11,-9.181,10.90339884,1.08,0.858368614,23.0708,-46,14.89,-0.644094518,0.236341463,0.259,-24.04657414,9.233838771,-0.095039513,-0.27,1.518446568
1112,12.27678089,-1.122173124,-11.54448915,-9.128112082,-7.580645161,26.60979381,26.01,0.53487713,15.98395206,-36.14,0.715,10.39445288,-29.038,-19.71681723,26.93333333,-2.644,2.111797048,-1.01494745,-34.08,8.686714572,7.46688,9.006895463,-0.07,18.8675,0.924,0.645090617,-1.360258412,-59.926,2.946043045,18.0075,2.706631,6.985,-23.6,-36.27,0.084762898,0.046666667,13.97,-0.957,14.69812767,-28.49,-7.191115984,2.13,16.47461282,25.15714286,-0.069412099,-0.298,9.629,0.790083792,18.66,-0.08,8.293196365,6.82,23.35692308,7.5069475,15.47423111,0.03,-0.945011418,2.22,13.98296505,15.3,-36.79,-10.77998575,0.081,27.17478422,14.61646167,19.53333333,4.76782,3.519930634,17.33,-1.711103167,0.160931373,0.953,10.48724256,-23.22905705,-41.44,-0.859634146,0.828,10.09376829,22.62868421,12.27448138,3.72745098,-1,0.976,17.94391614,6.908663858,-26.97,-14.80225,1.316,18.16592593,-1.176363636,2.033333333,-0.3657,4.522823333,26.696,26.2469,22.47837838,-31.153125,2.07,16.17543121,28.9629,23.46343467,7.04733282,-1.87717301,3.279070297,-35.56,28.578,26.393,15.41742658,7.014910552,-28.046,8.085835014,-0.48728,20.12,-9.169666667,10.91439932,1.18,0.825535533,23.0736,-46.111,14.44,1.74655685,0.242439024,0.334,-23.96939725,9.23518855,-0.112901488,0.28,1.542829956
1113,12.25534197,-1.117701717,-11.47192666,-9.255658771,-7.47983871,26.5943299,26.01,1.27037586,15.97327091,-37.59,0.831,10.37510318,-29.0045,-19.69921908,27,-1.884,2.102571956,-1.040707117,-36.52,8.698033106,7.42689,8.995022147,-0.02,18.87,0.938,0.651524933,1.514895742,-66.85,2.395795998,18.005,3.574195,7.445,-21.8,-33.7,0.219098097,0.02,13.92777778,-0.761,14.69636752,-28.25,-7.201339237,2.12,16.38187083,25.16928571,0.0555524,1.472,11.182,0.787771745,18.64,0.26,8.318190791,7.28,23.49384615,7.583075,15.47616889,-0.32,-0.438824014,2.21,13.98414018,17.13,-36.84,-10.89492877,0.048,27.25022665,14.60612333,19.56666667,4.87149,3.54004456,17.32,-2.412364832,0.167704249,1.176,10.45676038,-23.56534725,-42.04,-0.871829268,0.748,10.32984166,22.60236842,13.13930222,3.717647059,-1,1.046,17.98458776,6.910001792,-26.02,-14.85094444,1.051,18.17666667,-1.190909091,2.2,-0.464,4.53715,26.69775,26.2868,23.01351351,-31.14125,2.05,16.17102967,28.9338,23.25500811,7.048959721,-1.453930745,3.287991089,-38.76,28.602,26.362,15.41333322,6.477025268,-28.23,8.03439952,0.704014,20.13,-9.164483871,10.92539979,1.33,0.937410448,23.0764,-44.789,14.88,1.798153642,0.248536585,0.494,-23.995838,9.236538329,-0.130763464,0.385,1.567213344
1114,12.23390305,-1.089018655,-11.39936417,-9.57349689,-7.379032258,26.57886598,26.01,1.35695618,15.96258975,-36.13,1.125,10.35575348,-28.971,-19.68162093,26.87894737,-2.209,2.093346863,-1.34998253,-35.02,8.709351641,7.3869,8.983148832,-0.08,18.8725,0.711,0.657959249,0.937297809,-83.238,3.884162834,18.0025,2.995819,7.753,-21.3,-33.68,0.28770333,-0.006666667,13.88555556,-0.565,14.69460737,-27.92,-7.21156249,2.11,16.28912883,25.18142857,0.0555524,-0.552,10.696,0.785459699,18.62,0.18,8.343185216,7.74,23.63076923,7.6592025,15.47810667,-0.42,-1.098852688,2.2,13.98531532,17.35,-36.69,-11.00987179,0.033,27.32566908,14.595785,19.6,4.89251,3.535151635,17.31,-1.724089494,0.174477124,1.31,10.43681661,-23.90163745,-40.73,-0.88402439,0.698,10.5771011,22.57605263,12.85248981,3.707843137,-0.941666667,0.619,18.02525938,6.911339727,-27.96,-14.89963889,0.758,18.18740741,-1.205454545,2.2,-0.6257,4.551476667,26.6995,26.3563,23.54864865,-31.12825,2.08,16.16662814,28.7539,23.57085948,7.050586623,-1.989538213,3.296911881,-36.23,28.626,26.331,15.41212353,5.995591322,-28.266,7.982964027,0.439282,20.14,-9.165451613,10.93640026,0.88,0.7180406,23.0792,-43.762,15.01,1.275306148,0.254634146,0.263,-24.02227875,9.237888108,-0.14856387,-0.29,1.591596732
1115,12.21246413,-1.060335594,-11.32680168,-9.98442352,-7.278225806,26.56340206,26.01,0.62466223,15.9519086,-35.46,0.796,10.33640378,-28.9375,-19.66402278,26.75789474,-1.393,2.084121771,-1.730266405,-33.27,8.720670175,7.31721,8.971275516,-0.09,18.875,0.884,0.670600051,0.680587617,-59.696,3.229198857,18,2.104156,7.156,-22.2,-34.45,-0.395204568,-0.033333333,13.84333333,-0.369,14.69284722,-27.6,-7.221785743,2.09,16.19638683,25.19357143,-0.569270094,0.678,9.399,0.783147652,18.6,0.06,8.368179642,8.2,23.76769231,7.73533,15.48004444,-1.19,-0.964861905,2.19,13.98649045,15.12,-36.17,-11.12481481,0.02,27.40111151,14.58544667,19.59230769,4.84768,3.530258711,17.3,0.743312661,0.18125,1.191,10.43668412,-24.23792766,-42.71,-0.896219512,0.689,10.82436054,22.54973684,12.3769785,3.698039216,-0.883333333,0.763,18.0513859,6.912677661,-27.04,-14.94833333,0.907,18.19814815,-1.22,2.2,-0.6944,4.565803333,26.70125,26.5718,24.08378378,-31.115125,2.41,16.16222661,29.1147,22.32816323,7.052213524,-1.364038582,3.305832673,-35.93,28.65,26.3,15.41473639,6.200985593,-28.302,7.931528533,-0.680738,20.15,-9.166419355,10.94740073,0.94,0.71971308,23.082,-44.158,15,-0.417068633,0.260731707,0.167,-24.0487195,9.239237887,-0.165749256,0.228,1.61598012
1116,12.19102522,-1.031652533,-11.25423919,-10.82056927,-7.177419355,26.54793814,26.01,1.85933409,15.94122745,-35.37,0.86,10.31705408,-28.904,-19.64642463,26.63684211,0.051,2.074896679,-1.537088018,-33.44,8.742592374,7.24752,8.959402201,-0.15,18.8775,0.871,0.693718469,-0.230733566,-58.419,3.520645834,17.99666667,2.055958,7.012,-22.6,-35,-0.098114118,-0.06,13.80111111,-0.173,14.69108707,-27.45,-7.232008996,2.08,16.14338818,25.20571429,-0.932803181,-0.522,10.316,0.780835606,18.6,-0.19,8.393174068,7.42,23.90461538,7.8114575,15.48198222,-0.75,-1.272544444,2.18,13.98766558,14.62,-35.66,-11.15118518,0.04,27.47655393,14.57510833,19.58461538,4.63893,3.525365786,17.29,-0.996855175,0.188022876,1.138,10.43655163,-24.57421786,-43.17,-0.908414634,0.829,11.07161998,22.52342105,12.32024894,3.688235294,-0.825,0.873,17.95738075,6.914015596,-28.46,-14.66505263,1.088,18.20888889,-1.212,2.2,-0.7444,4.58013,26.703,26.7831,24.61891892,-31.102375,2.31,16.15782507,29.0402,23.22350162,7.053840426,-1.382766116,3.314753465,-35.65,28.653,26.296,15.41734925,6.406379864,-28.338,7.88009304,-0.405824,20.16,-9.177064516,10.95840121,1.42,0.804763125,23.0848,-51.75,14.75,-0.485864356,0.266829268,-0.29,-24.07516025,9.240587666,-0.182934641,-0.85,1.65178484
1117,12.1695863,-1.002969471,-11.1816767,-11.92810005,-7.076612903,26.53247423,26.01,0.42721961,15.93054629,-34.54,0.903,10.29770438,-28.8705,-19.62882648,26.51578947,0.708,2.065671587,-1.371779264,-33.73,8.764514573,7.17783,8.947528885,-0.2,18.88,0.968,0.716836887,0.102989684,-80.179,3.020663597,17.99333333,2.995819,6.688,-21.2,-35.37,0.054523775,-0.086666667,13.75888889,-0.2725,14.68932692,-27.68,-7.242232249,2.08,16.20898617,25.21785714,-0.932803181,0.031,9.396,0.778523559,18.6,0.05,8.418168493,6.64,24.04153846,7.887585,15.48392,-0.27,-1.50578766,2.17,13.98884071,14.28,-35.64,-11.17755555,0.029,27.55199636,14.56477,19.57692308,4.737,3.520472861,17.28,-3.022722207,0.194795752,1.35,10.43641914,-24.73330079,-45.3,-0.920057165,0.791,11.31887942,22.49710526,12.16400079,3.678431373,-0.766666667,0.864,17.86337559,6.91535353,-27.87,-14.38177193,0.887,18.21962963,-1.204,2.2,-0.7775,4.594456667,26.70475,26.9903,25.15405405,-31.088875,2.23,16.15342354,29.099,22.66346831,7.055467328,-1.757316793,3.323674257,-36.77,28.656,26.292,15.41996211,6.611774135,-28.374,7.828657547,-1.138928,20.17,-9.202225806,10.96940168,1.04,0.641004722,23.0876,-53.15,14.97,-1.049989283,0.272926829,0.169,-24.101601,9.241937445,-0.200120027,0.274,1.68758956
1118,12.14814738,-0.97428641,-11.10911421,-12.48086586,-6.975806452,26.51701031,26.01,0.58492049,15.91986514,-35.09,1.303,10.27835468,-28.837,-19.61122833,26.39473684,-2.887,2.056446494,-1.598219659,-33.88,8.786436771,7.10814,8.93565557,-0.16,18.8825,0.991,0.739955304,1.373705136,-80.107,1.346492724,17.99,2.658433,7.121,-22.7,-34.71,0.100986747,-0.113333333,13.71666667,-0.372,14.68756677,-27.72,-7.252455503,2.07,16.27458417,25.23,-0.932803181,-0.242,10.692,0.776211512,18.6,-0.01,8.443162919,5.86,24.17846154,7.9637125,15.48585778,-1.24,-1.332095904,2.16,13.99001585,16.17,-35.98,-11.20392592,0.03,27.62743879,14.55443167,19.56923077,4.50583,3.515579937,17.27,-1.827980111,0.201568627,1.02,10.43628665,-24.89238373,-48.8,-0.921200457,0.829,11.56613886,22.47078947,13.18640716,3.668627451,-0.708333333,0.906,17.76937043,6.916691465,-26.4,-14.09849123,0.809,18.23037037,-1.196,2.166666667,-0.7917,4.608783333,26.7065,27.0462,25.68918919,-31.075875,5.76,16.14902201,29.2686,22.93220248,7.057094229,-1.558804934,3.33259505,-34.83,28.659,26.288,15.42257497,6.817168406,-28.41,7.777222053,-0.528008,20.18,-9.227387097,10.98040215,1.22,0.773910936,23.0904,-50.125,14.56,-1.263256024,0.27902439,-0.27,-24.18460637,9.243287224,-0.217305413,-0.97,1.723394279
1119,12.12670846,-0.945603349,-11.03655172,-12.36998527,-6.875,26.50154639,26.01,0.86481873,15.90918398,-35.78,1.158,10.27044391,-28.8035,-19.59363018,26.27368421,0.477,2.047221402,-1.682662615,-33.96,8.80835897,7.03845,8.923782254,-0.1,18.885,0.815,0.76674309,-1.321751883,-118.61,0.443200011,17.98666667,1.911364,6.843,-23.3,-35.35,-0.527762305,-0.14,13.67444444,-0.4715,14.68580662,-28.4,-7.262678756,2.07,16.34018217,25.22962963,-0.921442772,0.801,9.593,0.773532738,18.6,-0.03,8.468157345,5.08,24.31538462,8.03984,15.48779556,0.34,-0.94997404,2.15,13.99229712,15.73,-36.26,-11.23029629,0.045,27.70288122,14.54409333,19.56153846,4.77903,3.510687012,17.26,-1.06178681,0.208341503,1.569,10.43615416,-25.05146666,-45.81,-0.92234375,0.732,11.81339829,22.44447368,11.57696469,3.658823529,-0.65,0.793,17.67536528,6.9180294,-26.15,-13.81521053,0.843,18.24111111,-1.188,2.133333333,-0.7554,4.62311,26.70825,26.953,26.22432432,-30.958,2.4,16.14610022,29.3157,23.62309619,7.058721131,-1.592514495,3.341515842,-34.17,28.662,26.284,15.42518784,7.022562677,-28.382,7.72578656,-1.006562,20.19,-9.2274,10.99140263,1.5,0.717514453,23.0932,-67.364,14.83,-1.486842123,0.285121951,0.067,-24.26761173,9.244637003,-0.234490798,-1.32,1.759198999
